Food-Name,"Energy-
-kJ","Protein-
-g","Fat
-g","carbohydrate
-g",sugars-g,"Sodium-Na-
-mg","Zinc-Zn-
-mg","Folate
-ug","Pyridoxine-B6-
-mg","Cobalamin-B12-
-ug","Vitamin-D3
-ug","Vitamin-C-
-mg","Vitamin-A
-ug","Iron-Fe-
-mg","Calcium-Ca-
-mg","Selenium-Se-
-ug",per-100g
"Bread roll, mixed grain, toasted","1,230",14.4,3.5,47.4,2.7,776,2,46,0.24,0.1,0,0,1,5.53,188,18.8,per 100g
"Bread, from white flour, Turkish","1,035",7.8,2.8,45.5,2.2,530,0.74,30,0.02,0,0,0,0,0.8,50,8.7,per 100g
"Bread, from white flour, Turkish, toasted","1,233",9.2,3.3,54.2,2.6,631,0.88,30,0.02,0,0,0,0,0.95,60,10.4,per 100g
"Bread, from white flour, added dried fruit","1,112",8.8,3.7,47.3,18.1,270,0.7,27,0,0,0,0,0,1.5,110,11,per 100g
"Bread, from wheat flour, added dried fruit, toasted","1,236",9.8,4.1,52.6,20.1,300,0.78,26,0,0.1,0,0,0,1.67,122,12.2,per 100g
"Bread, garlic, commercial, cooked","1,442",8,15.1,42.8,3.4,580,0.66,10,0.03,0.3,0.02,0,34,0.9,66,10,per 100g
"Bread, garlic or herb, homemade, cooked","1,282",8.8,11.3,40.5,3.2,422,0.79,8,0.11,0,0.11,0,54,1.22,99,10.8,per 100g
"Bread, gluten free",888,5.5,3.9,36.6,2.6,526,0.53,28,0.08,0.2,0,0,0,1,50,3.1,per 100g
"Bread, gluten free, toasted","1,057",6.5,4.6,43.6,3.1,626,0.63,28,0.1,0.2,0,0,0,1.19,60,3.7,per 100g
"Bread, from rye flour, sour dough",980,9.2,1.6,42.7,2,510,0.97,24,0.02,0,0,0,0,1.1,32,11,per 100g
"Bread, from rye flour, sour dough, toasted","1,153",10.8,1.9,50.2,2.4,600,1.14,24,0.02,0,0,0,0,1.29,38,12.9,per 100g
"Bun, sweet, with dried fruit, uniced","1,202",7.6,6,49.4,16.9,282,0.79,11,0.08,0,0,0,0,2.36,45,9,per 100g
"Bun, sweet, with dried fruit, iced","1,205",6.4,6,51.5,18,267,0.62,27,0.05,0,0.02,0,8,0.81,18,6,per 100g
"Bun, sweet, hot cross bun, with dried fruit","1,108",7.2,3.2,50.2,21,230,0.65,16,0.02,0,0,0,0,1.4,60,8.6,per 100g
"Crumpet, from white flour, toasted",860,5.6,0.8,41.6,1.9,"1,051",0.36,13,0.05,0.1,0,0,0,1,92,0,per 100g
"Muffin, English style, from white flour",938,10.1,2.1,38.7,1.7,418,0.78,21,0.04,0,0,0,0,1.1,170,7.2,per 100g
"Muffin, English style, from white flour, toasted","1,019",11,2.3,42.1,1.8,454,0.85,20,0.04,0,0,0,0,1.2,185,7.8,per 100g
"Muffin, English style, from white flour, added dried fruit, toasted","1,050",9.8,2,46.1,11.2,392,0.78,18,0.06,0,0,0,0,1.27,169,6.8,per 100g
"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca",321,3.1,1.5,12.4,7,49,0.21,10,0.14,0.6,0,0,60,0.38,148,1,per 100g
"Breakfast cereal, flakes of corn, unfortified","1,553",7.3,2.9,75.6,7.7,270,0.7,6,0.03,0,0,0,0,0.99,3,5.7,per 100g
"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3, C & folate, Fe & Zn","1,565",8.6,0.6,80.2,4.2,485,5.1,18,0.04,0,0,16,22,8.6,2,2,per 100g
"Breakfast cereal, mixed grain (rice & wheat), flakes, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn","1,669",18.2,4.1,70.5,13.2,474,3.28,12,1.06,0,0,11,0,13.8,936,13,per 100g
"Breakfast cereal, mixed grain (wheat & oat), flakes, apricot & sultana, added vitamins B1, B2, B3 & folate & Fe","1,472",9.1,1.5,71.6,25.3,32,1.52,48,0.02,0,0,6,0,8.6,31,12.4,per 100g
"Breakfast cereal, mixed grain (wheat, oat & corn), extruded, added vitamins B1, B2, B3, B6, C & folate, Ca & Fe","1,551",23.3,2.5,62.8,28,602,1.52,80,1.3,0,0,11,0,11.19,284,18.7,per 100g
"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, honey, unfortified","1,488",8.4,4.1,65,11.9,220,1.8,37,0,0,0,0,0,2.6,27,14,per 100g
"Breakfast cereal, puffed or popped rice, no added sugar or salt, unfortified","1,608",8.5,3,77.6,0.6,5,1.5,15,0,0,0,0,0,0.63,6,7.5,per 100g
"Breakfast cereal, puffed or popped rice, added vitamins B1, B2, B3, C & folate, Fe & Zn","1,559",6.8,1.1,81.2,6.2,658,7.8,70,0,0,0,33,0,15.5,6,13.8,per 100g
"Breakfast cereal, puffed or popped rice, cocoa coating, added vitamins B1, B2, B3, C & folate, Ca, Fe & Zn","1,615",5.3,2.9,83.2,30.4,496,7.8,28,0,0,0,55,0,13.8,388,1.1,per 100g
"Breakfast cereal, wheat bran, flakes, sultanas, added vitamins B1, B2, B3, B6 & folate, Fe & Zn","1,391",9.8,1.5,63.3,24.5,269,4.78,25,0.9,0,0,9,0,13.53,56,12.1,per 100g
"Breakfast cereal, wheat bran, pellets, added vitamins B1, B2 & folate, Fe & Zn","1,348",14.2,5,41.7,15.4,390,6.77,128,1.02,0,0,0,1,12.2,67,16,per 100g
"Breakfast cereal, whole wheat, biscuit, bran, added vitamins B1, B2, B3 & folate & Fe","1,501",12.3,5.3,56.4,8.3,345,2.6,48,0.36,0,0,0,1,7.5,43,8,per 100g
"Breakfast cereal, whole wheat, biscuit, no added sugar, unfortified","1,460",10.4,2.7,63.7,1.1,370,2.2,48,0,0,0,0,0,6.8,31,15,per 100g
"Breakfast cereal, whole wheat, biscuit, added vitamins B1, B2, B3 & folate, Fe & Zn","1,418",11.9,2.3,61,2.4,299,2.29,45,0.01,0,0,0,0,14.33,38,22.2,per 100g
"Breakfast cereal, whole wheat, flakes, dried fruit & nuts, added fibre, vitamins B1, B2, B3 & folate, Ca & Fe","1,490",9.1,3.3,65.6,25,98,2.04,90,0.09,0,0,0,0,7.38,376,14.9,per 100g
"Breakfast cereal, whole wheat, puffed, no added sugar or salt, unfortified","1,414",10,2.8,62.4,0.8,2,2.7,49,0.02,0,0,0,0,3.3,32,16,per 100g
"Muesli, toasted, added dried fruit & nuts, unfortified","1,680",8.9,13.3,56.6,21.7,33,1.8,130,0.15,0,0,0,6,4.6,56,10,per 100g
"Muesli, untoasted or natural style, added dried fruit, unfortified","1,646",10.8,10.8,59.2,18.7,41,1.8,130,0,0,0,0,2,4.2,57,9.4,per 100g
"Muesli, granola, toasted, added nuts & seeds, unfortified","1,776",11.2,17.6,52.3,16.3,68,1.8,60,0.06,0,0,0,0,3.1,67,4.8,per 100g
"Muesli, granola, non-oat based, toasted, added nuts & seeds, unfortified","1,851",11.9,18.8,53.5,8.7,59,2.1,69,0.08,0,0,0,0,3.6,56,6.5,per 100g
"Bread, banana","1,224",5.7,11,43.1,25.1,360,0.68,0,0,0.2,0,0,33,1.6,41,6,per 100g
"Slice, brownie, chocolate, without nuts, commercial","1,735",7.1,23.1,45.6,36.3,130,0.49,22,0.06,0.3,0,0,12,1.57,39,6.6,per 100g
"Slice, brownie, chocolate, with nuts, homemade","1,922",6.5,25.3,52.7,35.8,510,0.84,23,0.06,0.2,1.07,0,128,1.71,30,7.6,per 100g
"Cake mix, plain, dry powder","1,603",4.8,8.2,73.5,42.5,670,0.3,0,0,0,0,0,4,0.78,61,7,per 100g
"Cake, carrot, commercial, iced","1,620",4.4,20.4,47.6,30.5,305,0.68,0,0,0.2,0,0,107,1.6,41,6,per 100g
"Cake, carrot, homemade, uniced","1,428",4.8,15.9,45.2,31.2,357,0.51,25,0.06,0.1,0.84,1,601,0.84,39,6.2,per 100g
"Cake, carrot, homemade, iced","1,437",3.9,14.9,49.4,37.7,307,0.41,20,0.04,0.1,0.71,0,504,0.67,32,5,per 100g
"Cake, chocolate, homemade, uniced","1,554",7.9,19.2,41.3,17.9,422,1.1,22,0.05,0.2,1.09,0,129,3.09,64,9.6,per 100g
"Cake, chocolate, homemade, iced","1,554",6.6,17.8,46.4,27,361,0.96,19,0.04,0.2,0.91,0,127,2.78,54,7.8,per 100g
"Cake, fruit, homemade, uniced","1,266",3.9,9.9,48.2,38.7,138,0.45,13,0.1,0.1,0.49,5,60,1.32,43,4.1,per 100g
"Cake, lamington, unfilled","1,233",4.7,9.4,48,31.5,218,0.77,10,0.18,0.3,0,0,13,1.6,6,5,per 100g
"Cake, mud, dark chocolate, commercial, chocolate ganache icing","1,415",5.1,13.8,48.7,33.1,290,0.49,22,0.06,0.3,0,0,12,1.57,39,6.6,per 100g
"Cake, mud, dark chocolate, homemade, uniced","1,897",5.6,34.3,32.5,25.5,308,1.03,30,0.02,0.4,1.79,0,183,2.04,36,8.8,per 100g
"Cake, mud, dark chocolate, homemade, chocolate ganache icing","1,919",5.2,33.8,35.5,28.3,256,1.13,29,0.02,0.3,1.43,0,164,2.29,40,7.4,per 100g
"Cake, plain butter cake, commercial, uniced","1,486",8.2,15.2,46.9,25.3,480,0.5,0,0.04,0.1,0,0,49,1.2,52,4,per 100g
"Cake, plain butter cake, commercial, iced","1,555",5,16.1,52.7,36.7,420,0.7,10,0.02,0.1,0,0,54,0.5,4,4,per 100g
"Cake, plain butter cake, homemade, uniced","1,587",6.7,16.1,52.5,23.5,481,0.54,17,0.03,0.2,0.99,0,114,0.78,52,9.5,per 100g
"Cake, plain butter cake, homemade, iced","1,564",5.4,15.1,55.2,31.5,406,0.43,14,0.02,0.2,0.82,0,114,0.62,42,7.7,per 100g
"Cake, sponge, plain, commercial, uniced, unfilled","1,370",7.5,8.2,56.5,32.5,320,0.47,21,0.06,0.3,0,0,31,0.72,52,14,per 100g
"Cake, sponge, plain, commercial, uniced, filled with jam & cream","1,524",6.7,12.2,58,37.6,278,0.44,28,0.05,0.2,0,0,66,0.66,54,12.2,per 100g
"Doughnut, jam filled, sugar coated","1,535",6,17.6,46.2,19,440,0.46,20,0.04,0.1,0,0,4,0.88,55,4.7,per 100g
"Doughnut, dusted with cinnamon & sugar","1,583",6.6,19.5,43.9,13.7,487,0.5,21,0.04,0.1,0,0,5,0.95,60,5,per 100g
"Doughnut, iced","1,517",6.7,15.9,48.2,22.9,414,0.4,20,0.03,0.1,0,0,0,0.8,21,6,per 100g
"Muffin, cake-style, berry, commercial","1,412",5.2,15.7,44.4,26.1,367,0.4,0,0.07,0.2,0,2,49,1.2,110,6,per 100g
"Muffin, cake-style, chocolate chip, commercial","1,567",6.4,17.7,48.1,29.5,344,0.5,0,0.07,0.2,0,0,40,1.2,110,6.6,per 100g
"Pancake, plain, homemade",927,7.4,7.6,30.3,4.2,79,0.66,17,0.04,0.4,0.77,0,69,0.69,83,8.5,per 100g
"Pikelet or pancake, sweet, commercial",912,5.7,4.3,38.4,13.8,359,0.64,0,0,0.2,0,0,1,1.6,84,14,per 100g
"Pikelet, plain, homemade","1,160",7.5,5.9,47.9,13.4,470,0.5,0,0,0.2,0,0,61,0.4,97,14,per 100g
"Pudding, chocolate, homemade",771,3.6,2.6,37,23.4,162,0.43,4,0.02,0,0.04,0,20,0.94,53,3.1,per 100g
"Pudding, plum, steamed or boiled, homemade","1,383",4.4,11,53.2,40.1,236,0.43,12,0.08,0.1,0.63,0,73,1.26,66,5.6,per 100g
"Pudding, sticky date, homemade","1,468",3,16.6,48.5,38.6,337,0.3,14,0.04,0.1,0.57,0,115,0.86,50,4.3,per 100g
"Scone, plain, commercial","1,399",7.9,8.5,55.2,6.5,968,0.7,0,0.04,0.2,0,0,102,0.9,70,8,per 100g
"Scone, plain, homemade","1,350",8,9.4,50.7,6.8,560,0.63,9,0.04,0.1,0.29,0,66,0.8,81,9.4,per 100g
"Scone, fruit, commercial","1,361",6.4,6.6,59.3,22.9,712,0.6,2,0.08,0.1,0,0,75,1.09,67,6.1,per 100g
"Scone, pumpkin, homemade","1,217",7.4,7.4,47.9,9.3,417,0.6,13,0.03,0.1,0.53,2,90,0.87,59,9.4,per 100g
"Slice, caramel","1,849",5.3,24.4,52.4,41.8,193,0.77,4,0.03,0.1,0.21,0,122,1.16,141,5.4,per 100g
"Buckwheat groats, cooked in water, no added salt",290,2.7,0.7,12.3,0.3,2,0.62,8,0.04,0,0,0,0,0.64,4,0,per 100g
"Amaranth, grain, whole, uncooked","1,527",15.2,6.4,55.6,3.8,2,2.7,82,0.5,0,0,4,0,7,147,28,per 100g
"Barley, pearl, uncooked","1,424",9.9,3.1,60.6,1,10,1.2,23,0.2,0,0,0,0,2.2,28,17,per 100g
"Barley, pearl, boiled, no added fat or salt",590,4.1,1.3,25.1,0.4,10,0.51,7,0.07,0,0,0,0,0.92,14,7.1,per 100g
"Buckwheat groats, uncooked","1,364",12.8,3.2,58,1.4,1,2.9,54,0.2,0,0,0,0,3,14,0,per 100g
"Bulgur, uncooked","1,434",10.3,2,66.1,1,3,3,18,0.02,0,0,0,0,2.5,30,4.4,per 100g
"Bulgur, soaked in water, no added fat or salt",664,5.4,0.9,28.3,0.4,2,0.8,14,0.03,0,0,0,0,1.6,12,0,per 100g
"Cornmeal (polenta), uncooked","1,421",8.5,1.7,70,0.7,0,0.6,0,0.05,0,0,0,0,0.54,2,7.3,per 100g
"Cornmeal (polenta), boiled, no added fat or salt",452,2.7,0.5,22.3,0.2,2,0.19,0,0.01,0,0,0,0,0.18,2,2.3,per 100g
"Couscous, uncooked","1,523",13.8,0.2,73.6,3.4,2,1.1,28,0,0,0,0,0,1.9,27,11,per 100g
"Couscous, boiled, no added fat or salt",677,6.1,0.1,32.7,1.5,3,0.49,9,0,0,0,0,0,0.85,13,4.9,per 100g
"Millet, uncooked","1,483",10.2,3.5,67.4,0.6,1,2.7,85,0.2,0,0,0,0,5.2,8,13,per 100g
"Millet, boiled, no added fat or salt",487,3.3,1.1,22.1,0.2,2,0.89,20,0.06,0,0,0,0,1.71,4,4.3,per 100g
"Maize, grits, uncooked","1,461",8.1,1.3,73.3,0,0,0.4,5,0,0,0,0,16,0.4,1,0,per 100g
"Oats, hulled, uncooked","1,589",12.5,9.8,55.5,1.2,4,2.3,17,0.2,0,0,0,0,3.9,37,17,per 100g
"Oats, rolled, uncooked","1,486",12.2,9.5,49.9,1,2,2.35,17,0.2,0,0,0,0,3.5,40,6.5,per 100g
"Porridge, rolled oats, prepared with regular fat cows milk",515,5.3,4.9,13.7,5.3,34,0.72,6,0.05,0.3,0.08,0,42,0.6,107,2.3,per 100g
"Porridge, rolled oats, prepared with water",374,3,2.9,11.4,0.3,1,0.47,0,0,0,0,0,0,0.96,11,1.8,per 100g
"Oats, rolled, mixed with sugar or honey & other flavours, uncooked","1,629",8.3,7.5,69.1,24,8,1.6,30,0,0,0,0,0,2.5,47,10,per 100g
"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with cows milk",586,4.6,4.5,19.8,9.8,31,0.62,10,0.02,0.3,0.07,0,36,0.58,97,3.2,per 100g
"Quinoa, black, uncooked","1,455",13.1,6.6,50.6,4.3,6,3.3,184,0.5,0,0,0,1,4.3,58,6,per 100g
"Quinoa, red, uncooked","1,538",14.1,6.9,55,5.8,4,3.6,184,0.3,0,0,0,1,4.3,41,0,per 100g
"Quinoa, white, uncooked","1,572",12.2,6.3,61.8,4.2,8,3.1,184,0.4,0,0,0,1,3.6,48,7,per 100g
"Quinoa, uncooked","1,550",12.9,6.5,58.6,4.7,7,3.27,184,0.38,0,0,0,1,3.88,47,4.8,per 100g
"Quinoa, cooked in water, no added salt",432,3.6,1.8,16.3,1.3,4,0.91,36,0.1,0,0,0,0,1.08,14,1.3,per 100g
"Rye, grain, whole, uncooked","1,296",11.1,2.6,51.3,1.7,5,2.8,38,0.5,0,0,0,1,3.7,41,6,per 100g
"Rye, rolled, uncooked","1,278",10.4,2.6,50.8,1.4,3,2.2,38,1,0,0,0,1,2.7,38,44,per 100g
"Sorghum, grain, uncooked","1,465",8.2,3.6,65.8,1.2,1,1.35,20,0.1,0,0,0,0,2.25,10,15.5,per 100g
"Triticale, grain, uncooked","1,361",9.6,2.4,58.3,1.8,5,2.05,73,0.2,0,0,0,0,3.55,27,26,per 100g
"Semolina, uncooked","1,298",10.7,1.2,61.6,0,3,0.5,22,0.06,0,0,0,0,0.6,16,10,per 100g
"Semolina, boiled, no added fat or salt",413,3.4,0.4,19.6,0,3,0.16,5,0.02,0,0,0,0,0.19,6,3.2,per 100g
"Spelt, uncooked","1,388",11.7,3,59.2,1.4,3,1.9,75,0.2,0,0,0,0,2.8,21,14,per 100g
"Spelt, boiled, no added fat or salt",576,4.8,1.2,24.5,0.6,7,0.8,31,0.08,0,0,0,0,1.17,12,5.8,per 100g
"Tapioca, pearl or seed style, uncooked","1,359",0.2,0.2,79.3,0,1,0.1,4,0,0,0,0,0,1.7,16,0,per 100g
"Tapioca, pearl or seed style, boiled, no added fat or salt",197,0,0,11.5,0,3,0.02,0,0,0,0,0,0,0.25,4,0,per 100g
"Wheat, whole, uncooked","1,362",11.2,2.4,58.3,1.3,2,2,47,0.2,0,0,0,0,3.43,35,15.6,per 100g
"Wheat bran, unprocessed, uncooked","1,119",14.8,4.1,22.6,2.7,6,7.2,100,0.44,0,0,0,1,11,75,23,per 100g
Wheat germ,"1,285",20.6,6.1,32.7,7.4,4,7.7,166,0.43,0,0,0,1,9,64,16,per 100g
"Rice, white, uncooked","1,422",7,0.9,74,0,1,1.2,20,0.1,0,0,0,0,0.2,4,14,per 100g
"Rice, white, boiled or rice cooker, no added salt",659,3.1,0.2,34.7,0.1,0,0.58,5,0.01,0,0,0,0,0,2,1.6,per 100g
"Rice, white, purchased as 'instant', microwaved",643,3.4,0.6,32.5,0,21,0.52,0,0,0,0,0,0,0,2,2.3,per 100g
"Rice, white, fried with bacon or ham, egg, prawns & vegetables",920,5.7,8.5,29.5,0.4,500,1.1,12,0.49,1.6,0,0,9,0.9,10,38.9,per 100g
"Rice, brown, uncooked","1,452",7.6,3.1,69.1,1.1,2,1.7,37,0.2,0,0,0,0,0.8,7,14,per 100g
"Rice, brown, boiled, no added salt",693,4.1,1.1,33.5,0.3,2,0.1,14,0,0,0,0,0,0.59,7,4.2,per 100g
"Rice, wild, uncooked","1,505",14.7,1.1,68.7,2.5,7,5.96,95,0.39,0,0,0,2,1.96,21,2.8,per 100g
"Rice, wild, boiled, no added salt",426,4,0.3,19.5,0.7,3,1.34,26,0.14,0,0,0,0,0.6,3,0.8,per 100g
"Rice paper wrapper, soaked in water",646,3.3,0.9,32.2,0.2,766,0.66,13,0.07,0,0,0,0,0.23,4,6.4,per 100g
"Flour, arrowroot","1,378",0.4,0.2,78.6,0,2,0,7,0,0,0,0,0,0.5,35,0,per 100g
"Flour, cornflour, from maize starch","1,458",0.4,0.6,84.1,0,16,0.02,0,0,0,0,0,0,0,3,0,per 100g
"Flour, cornflour, from maize & wheat starch","1,466",0.6,0.4,84.4,0,10,0.05,0,0,0,0,0,0,0.75,8,0,per 100g
"Flour, chickpea (besan)","1,373",19.7,5.5,38.5,2.2,11,3.1,178,2.6,0,0,3,11,4.6,159,68,per 100g
"Flour, rice","1,437",7.3,2,71.6,0.6,1,1.45,28,0.15,0,0,0,0,0.5,6,14,per 100g
"Flour, rye","1,348",11.4,2.3,54.9,1.4,4,2.1,38,0.19,0,0,0,1,4,44,12,per 100g
"Flour, soya","1,543",49.8,8.9,14.6,9.3,9,4.1,289,1.05,0,0,0,4,8.2,285,58.9,per 100g
"Flour, spelt","1,470",18.7,2.4,59.1,0.9,2,3,75,0.13,0,0,0,0,4.8,29,26,per 100g
"Flour, wheat, white, plain","1,479",10,1.3,73.2,1.9,3,0.84,11,0.06,0,0,0,0,1.2,21,12,per 100g
"Flour, wheat, white, plain, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)","1,417",11.1,1.5,67.3,1.1,4,2.9,17,0.64,0,0,0,0,5.8,22,24,per 100g
"Flour, wheat, white, self-raising","1,479",10,1.3,73.2,1.9,740,0.75,11,0.06,0,0,0,0,1.2,59,13,per 100g
"Flour, wheat, white, self-raising, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)","1,373",10.7,1.4,65.2,1.1,852,2.81,16,0.62,0,0,0,0,5.62,21,23.3,per 100g
"Flour, wheat, white, high protein or bread making flour","1,464",11.7,1.7,69.6,1.8,3,0.84,11,0.06,0,0,0,0,1.2,21,12,per 100g
"Flour, wheat, wholemeal, plain","1,371",11.6,1.6,61.6,2,2,1.7,118,0.1,0,0,0,0,2.8,29,19,per 100g
"Flour, gluten free, plain","1,480",3.4,1.1,80.5,0.3,21,0.52,9,0,0,0,0,0,0.8,24,2.7,per 100g
"Flour, wheat, wholemeal, self-raising","1,471",11.4,2.1,65.3,0.9,655,1.3,47,0.41,0,0,0,0,2.2,68,15,per 100g
"Hamburger, white roll, beef patty, with cheese, onion, pickles & sauce, fast food chain","1,096",15.1,12.1,22.4,2.9,590,2.3,20,0.01,0.4,1.16,1,47,1.2,120,15,per 100g
"Hamburger, white roll, beef patty, with salad, independent takeaway outlet",870,12.1,9.1,18,1.3,439,1.87,20,0.12,0.4,1.16,2,72,1.57,64,19.6,per 100g
"Hot dog, bread roll, frankfurt & sauce filling",992,10.6,8.8,27.4,4,610,1.37,7,0.05,0.4,0.12,0,4,1.65,57,6.2,per 100g
"Pizza, cheese & tomato, commercial","1,194",16.2,11,28.7,2.7,440,1.4,39,0.11,0.3,0.03,0,43,0.88,210,8,per 100g
"Pizza, ham & pineapple, purchased frozen, baked",961,11.5,6,28.2,4.8,468,1.16,27,0.04,0.3,0,1,18,0.85,171,18.4,per 100g
"Pizza, ham & pineapple, takeaway style",939,12.8,8.3,23.1,2.7,632,1.7,27,0.04,0.3,0,1,18,1.1,140,11.4,per 100g
"Pizza, supreme, purchased frozen, baked","1,142",14,11.6,26.3,0.9,350,1.42,43,0.11,0.2,0,4,105,1.15,152,10.1,per 100g
"Pizza, supreme, fast food chain","1,044",12.9,9,27.6,2.4,550,1.46,43,0.01,0.2,0,2,40,1.03,149,12.3,per 100g
"Pizza, supreme, takeaway style",954,13,9.8,20.5,0.6,570,1.8,43,0.11,0.2,0,2,40,0.95,158,11.4,per 100g
"Pizza, vegetable, fast food chain",863,9.3,6,27.2,2.8,389,1.42,39,0.11,0.3,0.02,4,43,1.15,152,8,per 100g
"Noodle, soba, dry","1,503",11.9,1.3,71.2,0,563,1.03,0,0,4.6,0,0,0,2.55,29,7.3,per 100g
"Noodle, soba, boiled, drained",455,3.6,0.4,21.5,0,170,0.31,0,0,1.4,0,0,0,0.77,9,2.2,per 100g
"Noodle, wheat, fresh, soaked, drained",608,6.3,1,26.5,0,100,0.3,0,0,0.4,0,0,0,0.41,13,6,per 100g
"Noodle, wheat, instant, flavoured, dry, uncooked","1,842",11,19.1,54,0.9,"1,108",1.02,0,0,1.2,0,0,0,2.5,28,9.8,per 100g
"Noodle, wheat, instant, flavoured, boiled, drained",601,3.8,6.2,17.6,0.3,360,0.33,0,0,0.4,0,0,0,0.8,9,3.2,per 100g
"Noodle, wheat, instant, flavoured, boiled, undrained",226,1.4,2.3,6.6,0.1,137,0.13,0,0,0.1,0,0,0,0.3,4,1.2,per 100g
"Noodle, rice stick, boiled, drained",498,2.5,0,26.1,0,3,0.37,0,0,0.3,0,0,0,0.21,6,0,per 100g
"Noodle, wheat with egg, plain, boiled, no added fat",647,6.6,1,28.2,0.3,4,0.46,8,0.02,0,2.95,0,0,0.6,11,2.7,per 100g
"Pasta, gluten free, boiled from dry, no added salt",639,3.1,0.7,32.4,0,1,0.28,120,0,0.3,0,0,0,0.85,15,0,per 100g
"Pasta, legume based, boiled, no added salt",629,14.4,1.7,16.1,1.2,16,1.6,81,0,0,0,0,0,3.1,46,6.5,per 100g
"Pasta, maize flour (corn) based, dry","1,452",7.5,2.1,68.3,0,3,1.79,25,0.21,0,0,0,0,0.93,4,7.9,per 100g
"Pasta, maize flour (corn) based, boiled from dry, no added salt",503,2.6,0.7,23.1,0,0,0.63,6,0.06,0,0,0,0,0.25,1,2.8,per 100g
"Pasta, white wheat flour, dry","1,458",12.7,1.4,68.5,0,5,0.6,16,0.1,0,0,0,0,1,18,12,per 100g
"Pasta, white wheat flour, boiled from dry, no added salt",572,5.3,0.4,26.2,0.2,2,0.57,15,0,0.3,0,0,0,0.71,12,5.1,per 100g
"Pasta, white wheat flour, fresh, uncooked","1,168",10.5,3.4,49.4,0.9,11,0.7,16,0.09,0.3,0,0,0,1.3,27,11,per 100g
"Pasta, white wheat flour, fresh, boiled, no added salt",691,5.9,3,27.1,1.1,78,0.4,7,0.04,0.1,0,0,0,0.7,18,6,per 100g
"Pasta, white wheat flour & egg, dry","1,522",10.6,1.6,74.4,1.9,9,0.9,15,0.06,0,0.22,0,5,1.29,23,13.1,per 100g
"Pasta, white wheat flour & egg, boiled from dry, no added salt",694,7.5,1.4,29.1,0.6,4,0.71,14,0,0,2.95,0,0,0.87,16,5.4,per 100g
"Pasta, white wheat flour & spinach, dry","1,525",11.9,1.3,73.1,2.7,38,0.7,16,0.21,0,0,0,90,2.5,39,12,per 100g
"Pasta, white wheat flour & spinach, boiled from dry, no added salt",554,3.8,0.4,27.3,0.2,48,0.3,14,0.07,0,0,0,21,0.8,15,0,per 100g
"Pasta, wholemeal wheat flour, dry","1,404",12.5,2.2,60.6,0,11,1.4,29,0.04,0,0,0,2,3.9,63,0,per 100g
"Pasta, wholemeal wheat flour, boiled from dry, no added salt",586,5.4,0.8,24.6,0,5,0.6,7,0.11,0,0,0,2,1.8,28,0,per 100g
"Lasagne, beef, commercial, purchased frozen, baked",572,6.6,6.6,11.8,1.6,290,1,15,0.11,0.2,0,0,51,1,60,4.5,per 100g
"Lasagne, beef, homemade",751,9.9,8,16.2,3,112,1.48,5,0.02,0.3,0.59,0,91,1.01,91,6,per 100g
"Macaroni & cheese, homemade, cooked unfilled pasta, homemade cheese sauce",697,6.4,5.4,21.5,1,59,0.72,19,0.01,0.4,0.02,0,41,0.58,79,5,per 100g
"Pasta in cream based sauce, dry mix","1,546",13.1,3.1,69.7,9.3,690,1.2,40,0.05,0.4,0,0,27,1.5,98,12,per 100g
"Pasta in cream based sauce, prepared from dry mix",599,5.6,2.6,23.6,5.1,240,0.54,11,0.01,0.2,0.14,0,21,0.47,84,4,per 100g
"Spaghetti in tomato & cheese sauce, canned",227,2.5,0,10.7,4,330,0.2,115,0.03,0,0,0,2,0.3,9,1.7,per 100g
"Spaghetti in tomato & cheese sauce, canned, reduced salt",227,2.5,0,10.7,4,287,0.2,115,0.03,0,0,0,2,0.3,9,1.7,per 100g
"Croissant, plain","1,505",10,19.1,35.6,5.1,462,1.1,46,0.04,0.2,0,0,139,1.1,40,8,per 100g
"Pastry, filo, commercial, raw","1,283",10.2,3.8,55.8,1.3,581,0.4,14,0.06,0,0,0,2,1.15,18,6,per 100g
"Pastry, filo, commercial, baked","1,631",12.2,3.1,75.1,2.1,766,0.9,15,0.08,0,0,0,1,1.3,19,7,per 100g
"Pastry, puff, with butter, commercial, raw","1,383",5.5,19,32.9,1,160,0.2,46,0.03,0,0,0,139,0.3,12,5,per 100g
"Pastry, puff, with butter, commercial, baked","1,796",7.1,24.7,42.7,1.3,208,0.26,42,0.03,0,0,0,163,0.39,15,6.5,per 100g
"Pastry, puff, vegetable oil, commercial, raw","1,321",5.5,16.4,35,1,387,0.2,46,0.03,0,0,0,14,0.3,9,5,per 100g
"Pastry, puff, vegetable oil, commercial, baked","1,694",7,21,44.9,1.3,497,0.26,41,0.03,0,0,0,16,0.38,12,6.4,per 100g
